Customer,Age,Gender,Frequency of Purchases,Purchase Amount (USD),Category,Review Rating,Item Purchased,Subscription Status
1039,30,Male,occasional,14097,Books,6,Pants,Yes
1040,38,Female,occasional,13280,Health,4,Belt,Yes
1041,25,Female,occasional,6635,Books,4,Jeans,Yes
1042,33,Female,occasional,6280,Clothing,5,Shirt,Yes
1043,30,Female,occasional,7708,Electronics,4,Belt,Yes
1044,29,Female,occasional,6939,Electronics,4,Jeans,Yes
1045,32,Male,rare,9761,Electronics,4,Jeans,Yes
1046,25,Female,occasional,5163,Electronics,5,Sweater,Yes
1047,24,Male,rare,5196,Food,5,Sneakers,Yes
1048,28,Male,frequent,15553,Food,5,Socks,Yes
1049,38,Female,rare,14432,Books,4,Socks,Yes
1050,30,Male,rare,5036,Home,6,Sunglasses,Yes
1051,31,Female,rare,14298,Electronics,5,Sneakers,Yes
1052,29,Male,rare,12994,Clothing,4,Socks,Yes
1053,32,Male,rare,4882,Beauty,7,Shoes,Yes
1054,26,Female,frequent,13994,Food,5,Blouse,No
1055,35,Male,rare,9232,Electronics,5,Shorts,No
1056,33,Male,rare,10599,Electronics,4,Jacket,No
1057,26,Female,frequent,8891,Clothing,6,Sweater,No
1058,30,Female,occasional,10835,Electronics,3,Jacket,No
1059,33,Male,frequent,11280,Electronics,2,Scarf,No
1060,32,Male,frequent,4280,Clothing,5,Jacket,No
1061,37,Female,rare,5054,Home,5,Sweater,No
1062,27,Female,rare,16222,Books,6,Coat,No
1063,35,Male,frequent,1919,Electronics,7,Boots,No
1064,35,Male,rare,19162,Electronics,5,Hoodie,No
1065,29,Female,rare,1920,Food,5,Hat,No
1066,26,Male,frequent,16333,Books,5,T-shirt,No
1067,25,Male,occasional,6766,Food,4,Coat,No
1068,32,Male,frequent,3568,Food,5,Dress,No
1069,30,Female,rare,17721,Clothing,4,Shirt,No
1070,38,Male,frequent,6637,Food,4,Skirt,No
1071,32,Female,occasional,17633,Electronics,5,Jewelry,No
1072,28,Female,rare,11577,Electronics,4,Hat,No
1073,25,Female,occasional,16277,Books,6,Shorts,No
1074,27,Male,occasional,15120,Electronics,5,Scarf,No
1075,32,Male,rare,8928,Beauty,4,Jewelry,No
1076,28,Female,frequent,12892,Electronics,4,Sunglasses,No
1077,32,Male,rare,5884,Books,6,Coat,No
1078,29,Female,occasional,10466,Electronics,6,Jacket,No
1079,30,Male,occasional,10007,Food,4,Sweater,No
1080,27,Male,rare,16269,Electronics,5,Coat,No
1081,39,Male,rare,4806,Electronics,6,Scarf,No
1082,31,Female,frequent,2681,Books,5,Belt,No
1083,31,Female,rare,4064,Food,3,Hat,No
1084,22,Female,occasional,9897,Books,5,Backpack,No
1085,33,Female,occasional,10127,Beauty,6,T-shirt,No
1086,25,Female,frequent,7706,Books,5,Jewelry,No
1087,26,Male,rare,12457,Health,5,Sunglasses,No
1088,34,Male,frequent,6770,Home,5,Jeans,No
1089,28,Female,rare,14955,Books,5,Pants,No
1090,22,Female,rare,8600,Food,6,Backpack,No
1091,38,Male,rare,16185,Electronics,5,Scarf,No
1092,19,Male,rare,11513,Clothing,3,Sweater,No
1093,33,Female,occasional,1923,Home,6,Jewelry,No
1094,35,Female,occasional,11223,Books,7,Sneakers,No
1095,27,Male,occasional,6632,Clothing,6,Jewelry,No
1096,32,Female,occasional,6296,Clothing,7,Coat,No
1097,32,Male,occasional,2542,Electronics,6,Coat,No
1098,35,Male,rare,3946,Health,5,Sunglasses,No
1099,32,Female,rare,9363,Beauty,4,Handbag,No
1100,29,Female,rare,18519,Books,5,Sweater,No
1101,34,Female,rare,12638,Food,3,Pants,No
1102,34,Male,rare,8511,Clothing,4,Gloves,No
1103,26,Male,occasional,10298,Clothing,4,Sweater,No
1104,24,Male,rare,12556,Electronics,7,Hoodie,No
1105,31,Female,frequent,12725,Beauty,6,Hat,No
1106,29,Male,occasional,14382,Clothing,5,T-shirt,No
1107,26,Female,occasional,17244,Electronics,6,Skirt,No
1108,30,Female,occasional,5276,Electronics,5,Sneakers,No
1109,24,Female,occasional,4980,Electronics,7,Shorts,No
1110,31,Male,rare,1416,Food,5,Hoodie,No
1111,27,Female,rare,9997,Electronics,4,Hoodie,No
1112,34,Female,rare,5456,Food,6,Shoes,No
1113,41,Male,rare,5009,Health,3,Hoodie,No
1114,26,Male,rare,3059,Clothing,5,Sunglasses,No
1115,35,Male,rare,4290,Electronics,6,Skirt,No
1116,34,Male,rare,12247,Clothing,5,Hat,No
1117,30,Female,rare,8097,Food,5,Backpack,No
1118,28,Male,occasional,11235,Clothing,5,Sunglasses,No
1119,37,Male,rare,11829,Books,6,Belt,No
1120,21,Female,rare,8120,Books,5,Jewelry,No
1121,27,Female,occasional,4649,Clothing,3,Sneakers,No
1122,24,Female,rare,14243,Books,4,T-shirt,No
1123,36,Female,occasional,11566,Electronics,6,Handbag,No
1124,29,Female,occasional,8778,Food,4,Hat,No
1125,28,Male,frequent,11020,Books,5,Sweater,No
1126,44,Male,occasional,3634,Electronics,6,Sandals,No
1127,30,Female,frequent,7564,Health,4,Scarf,No
1128,28,Male,rare,6062,Electronics,4,Shirt,No
1129,31,Male,occasional,12875,Books,6,Gloves,No
1130,23,Male,occasional,6384,Home,6,Hoodie,No
1131,32,Male,occasional,18679,Books,5,Jewelry,No
1132,30,Female,occasional,15914,Clothing,7,Shirt,No
1133,32,Male,rare,11783,Books,5,Hoodie,No
1134,26,Female,occasional,9818,Home,5,Shoes,No
1135,25,Female,rare,17861,Electronics,5,T-shirt,No
1136,27,Male,frequent,2528,Food,5,Skirt,No
1137,27,Male,occasional,3865,Clothing,5,Handbag,No
1138,36,Female,occasional,12273,Electronics,6,Shirt,No
1139,37,Female,rare,18027,Electronics,6,Pants,No
1140,29,Male,frequent,16275,Books,5,Coat,No
1141,28,Male,occasional,5953,Electronics,4,Jeans,No
1142,29,Female,frequent,7742,Clothing,6,Gloves,No
1143,30,Female,occasional,11785,Electronics,5,T-shirt,No
1144,30,Male,rare,5801,Electronics,6,Boots,No
1145,31,Female,occasional,16085,Electronics,4,Jeans,No
1146,27,Male,rare,11514,Electronics,4,Sneakers,No
1147,26,Male,frequent,18593,Electronics,7,Sneakers,No
1148,35,Female,occasional,6633,Beauty,4,Hat,No
1149,28,Male,occasional,10122,Beauty,4,Pants,No
1150,31,Female,occasional,8603,Electronics,4,Jewelry,No
1151,30,Female,occasional,9768,Books,5,Jewelry,No
1152,26,Male,frequent,16113,Electronics,6,Blouse,No
1153,33,Male,occasional,3282,Beauty,6,Handbag,No
1154,31,Female,frequent,12543,Clothing,4,Shirt,No
1155,36,Male,frequent,15784,Clothing,3,Dress,No
1156,31,Female,rare,12833,Electronics,4,T-shirt,No
1157,29,Female,rare,13862,Electronics,5,Shoes,No
1158,31,Male,rare,4587,Electronics,5,Belt,No
1159,25,Male,rare,7532,Electronics,5,Belt,No
1160,26,Female,rare,4577,Books,6,Handbag,No
1161,32,Female,frequent,11853,Books,5,Scarf,No
1162,29,Male,rare,3834,Health,5,Shorts,No
1163,30,Male,rare,7288,Books,5,Sandals,No
1164,29,Female,rare,12570,Beauty,5,Pants,No
1165,27,Male,frequent,9305,Health,5,Dress,No
1166,21,Female,occasional,9811,Books,5,T-shirt,No
1167,32,Female,rare,15176,Books,5,Dress,No
1168,33,Male,frequent,5408,Electronics,6,Socks,No
1169,24,Male,rare,3877,Electronics,3,Scarf,No
1170,37,Female,frequent,8541,Clothing,7,Backpack,No
1171,32,Female,rare,18147,Books,5,Skirt,No
1172,36,Male,rare,1496,Health,2,Socks,No
1173,26,Female,occasional,12831,Electronics,4,Coat,No
1174,31,Female,rare,8093,Electronics,4,Jewelry,No
1175,30,Female,occasional,5654,Electronics,4,Backpack,No
1176,33,Male,occasional,3875,Food,6,Belt,No
1177,27,Female,frequent,1889,Beauty,6,Dress,No
1178,30,Female,rare,10054,Clothing,3,Skirt,No
1179,22,Male,rare,5584,Food,5,Dress,No
1180,27,Male,occasional,4764,Food,5,T-shirt,No
1181,31,Male,rare,15326,Clothing,5,Skirt,No
1182,27,Male,rare,1903,Electronics,6,Shorts,No
1183,30,Male,frequent,8661,Electronics,6,Jewelry,No
1184,28,Female,occasional,14859,Food,6,Pants,No
1185,33,Female,frequent,8051,Health,4,Belt,No
1186,35,Female,rare,5517,Electronics,4,Jeans,No
1187,26,Male,rare,4441,Clothing,4,Jeans,No
1188,29,Female,frequent,18349,Food,4,Hat,No
1189,36,Male,occasional,14771,Books,4,Blouse,No
1190,20,Female,rare,17264,Food,5,Shirt,No
1191,29,Male,rare,9571,Clothing,6,Shirt,No
1192,39,Female,rare,6027,Electronics,6,T-shirt,No
1193,40,Female,frequent,9828,Clothing,5,Coat,No
1194,31,Female,rare,12218,Home,5,Jacket,No
1195,26,Male,occasional,15001,Electronics,6,Hoodie,No
1196,31,Female,rare,2555,Food,6,Scarf,No
1197,27,Male,frequent,15875,Electronics,6,Belt,No
1198,36,Male,occasional,10719,Electronics,6,Sneakers,No
1199,26,Female,occasional,14317,Books,7,Socks,No
1200,32,Female,frequent,11723,Beauty,3,Sandals,No
1201,33,Male,rare,10846,Food,6,Coat,No
1202,27,Female,frequent,11272,Clothing,6,Shoes,No
1203,34,Female,rare,10385,Electronics,5,Scarf,No
1204,27,Male,occasional,14616,Books,4,Sneakers,No
1205,33,Male,rare,10303,Electronics,6,Belt,No
1206,35,Female,frequent,3660,Books,6,Handbag,No
1207,26,Female,occasional,12116,Health,5,Handbag,No
1208,35,Male,rare,5721,Clothing,3,Boots,No
1209,28,Female,occasional,16732,Books,5,Boots,No
1210,31,Male,rare,1851,Health,5,Pants,No
1211,31,Female,rare,8441,Clothing,4,Sunglasses,No
1212,28,Male,occasional,4992,Books,6,Hoodie,No
1213,31,Female,frequent,3429,Food,5,Shoes,No
1214,24,Female,frequent,2607,Electronics,4,Handbag,No
1215,29,Male,frequent,6976,Clothing,4,Jacket,No
1216,34,Female,rare,9479,Clothing,3,Blouse,No
1217,20,Female,occasional,1697,Food,4,Pants,No
1218,23,Male,rare,19831,Clothing,4,Boots,No
1219,25,Male,rare,9768,Clothing,5,Boots,No
1220,23,Female,rare,9820,Books,5,Sweater,No
1221,32,Female,occasional,7548,Home,5,Gloves,No
1222,26,Female,rare,1959,Books,4,Socks,No
1223,20,Female,rare,6241,Clothing,6,Jeans,No
1224,27,Male,rare,2598,Electronics,4,Pants,No
1225,28,Male,rare,1874,Electronics,6,Shorts,No
1226,34,Female,rare,15556,Health,6,Gloves,No
1227,25,Female,rare,9069,Electronics,5,Sandals,No
1228,35,Male,occasional,19431,Books,6,Blouse,No
1229,32,Female,frequent,13250,Health,6,Jacket,No
1230,32,Female,frequent,9820,Electronics,4,Jewelry,No
1231,26,Female,rare,3166,Electronics,6,Hat,No
1232,39,Male,rare,13339,Health,5,Socks,No
1233,29,Female,frequent,10180,Clothing,7,Handbag,No
1234,22,Female,rare,2863,Beauty,5,Pants,No
1235,29,Male,occasional,5058,Books,8,Gloves,No
1236,21,Male,occasional,6956,Electronics,5,Sweater,No
1237,29,Male,rare,3708,Clothing,5,Hat,No
1238,28,Female,rare,15741,Beauty,4,Dress,No
1239,33,Female,frequent,3532,Books,5,Pants,No
1240,35,Female,frequent,3829,Books,5,Coat,No
1241,27,Female,rare,13094,Health,5,Scarf,No
1242,34,Female,rare,3988,Health,4,Hoodie,No
1243,36,Male,occasional,19359,Electronics,6,Socks,No
1244,26,Female,occasional,9758,Clothing,4,Blouse,No
1245,27,Female,frequent,4721,Electronics,5,Socks,No
1246,33,Male,frequent,13560,Beauty,6,Dress,No
1247,31,Female,occasional,10527,Food,6,Hoodie,No
1248,32,Female,frequent,8613,Books,6,T-shirt,No
1249,36,Male,rare,18236,Electronics,5,Hat,No
1250,32,Female,rare,8183,Electronics,5,Boots,No
1251,35,Female,rare,12987,Books,5,Jeans,No
1252,33,Female,frequent,13224,Books,4,Shorts,No
1253,32,Female,rare,17967,Electronics,4,Sandals,No
1254,32,Male,occasional,6174,Electronics,4,Sandals,No
1255,36,Male,frequent,9007,Books,5,Sneakers,No
1256,26,Male,rare,14961,Home,2,Hat,No
1257,25,Male,rare,11072,Books,4,Coat,No
1258,33,Male,rare,5787,Health,3,Dress,No
1259,29,Male,rare,12838,Food,4,Boots,No
1260,30,Male,occasional,20152,Home,6,Skirt,No
1261,33,Female,frequent,7758,Electronics,5,Shirt,No
1262,33,Male,rare,5777,Electronics,5,Shirt,No
1263,29,Male,rare,14945,Clothing,5,Boots,No
1264,29,Female,rare,2285,Food,5,Hoodie,No
1265,30,Male,occasional,11678,Clothing,3,Sweater,No
1266,35,Female,rare,7026,Food,6,Shirt,No
1267,32,Male,frequent,3080,Books,3,Blouse,No
1268,36,Female,frequent,12156,Electronics,5,T-shirt,No
1269,30,Female,rare,1668,Home,6,Jacket,No
1270,35,Female,rare,5987,Clothing,5,Jewelry,No
1271,34,Male,occasional,3404,Home,6,Hoodie,No
1272,33,Female,frequent,16149,Health,6,Jewelry,No
1273,32,Male,frequent,13395,Electronics,6,Sandals,No
1274,29,Male,rare,13757,Home,5,Jeans,No
1275,30,Male,occasional,11956,Electronics,5,Hat,No
1276,31,Male,frequent,10386,Clothing,4,Sweater,No
1277,30,Female,rare,5848,Beauty,4,Boots,No
1278,34,Female,occasional,11704,Beauty,7,Blouse,No
1279,30,Male,rare,7892,Health,5,Shorts,No
1280,30,Male,rare,16559,Health,6,Hoodie,No
1281,28,Male,frequent,5371,Books,4,Pants,No
1282,29,Male,occasional,15165,Books,5,Belt,No
1283,30,Male,frequent,5403,Electronics,6,Shirt,No
1284,20,Male,occasional,10008,Electronics,5,Shirt,No
1285,24,Female,frequent,4931,Electronics,5,Dress,No
1286,30,Female,rare,5930,Electronics,4,Gloves,No
1287,29,Male,rare,5647,Books,5,Gloves,No
1288,25,Male,occasional,13774,Beauty,5,Jeans,No
1289,21,Female,occasional,9365,Electronics,5,Belt,No
1290,28,Male,occasional,10757,Electronics,5,Jacket,No
1291,33,Female,rare,13383,Electronics,5,Skirt,No
1292,38,Female,rare,3320,Home,8,Sandals,No
1293,30,Male,occasional,15321,Books,4,Belt,No
1294,37,Male,rare,8513,Food,5,Sweater,No
1295,30,Male,occasional,5537,Electronics,6,Shirt,No
1296,31,Male,rare,16061,Health,4,Sneakers,No
1297,31,Male,frequent,13587,Electronics,6,Jeans,No
1298,26,Female,rare,13725,Electronics,5,Sandals,No
1299,30,Male,rare,4010,Food,5,Pants,No
1300,34,Male,occasional,11191,Clothing,5,Belt,No
1301,27,Male,rare,8802,Food,5,T-shirt,No
1302,29,Male,occasional,6343,Health,6,Shirt,No
1303,25,Female,rare,3757,Home,7,Sneakers,No
1304,32,Male,occasional,13841,Clothing,6,Blouse,No
1305,32,Male,rare,17482,Electronics,6,Backpack,No
1306,33,Male,occasional,14687,Beauty,6,Pants,No
1307,25,Female,occasional,14173,Books,5,Sweater,No
1308,30,Male,rare,8687,Electronics,6,Coat,No
1309,26,Female,rare,22956,Food,6,Dress,No
1310,30,Female,occasional,11508,Clothing,5,Blouse,No
1311,36,Female,rare,2607,Health,4,Hoodie,No
1312,28,Male,frequent,14586,Electronics,6,Shoes,No
1313,33,Female,rare,8142,Electronics,6,T-shirt,No
1314,27,Female,rare,12466,Clothing,4,Shoes,No
1315,28,Male,occasional,6400,Food,4,Boots,No
1316,32,Female,rare,8648,Electronics,4,Shorts,No
1317,27,Female,rare,10973,Food,7,Belt,No
1318,22,Male,occasional,7788,Clothing,6,Pants,No
1319,36,Male,rare,24147,Electronics,5,Shorts,No
1320,32,Male,rare,18261,Clothing,4,Sunglasses,No
1321,27,Female,frequent,10348,Electronics,4,Hat,No
1322,21,Female,occasional,11709,Clothing,4,T-shirt,No
1323,39,Female,frequent,15651,Clothing,7,Pants,No
1324,45,Male,rare,8805,Electronics,4,Shorts,No
1325,31,Female,occasional,5475,Health,6,Jewelry,No
1326,34,Female,rare,7271,Beauty,5,Backpack,No
1327,35,Male,rare,5570,Food,6,Shoes,No
1328,27,Female,frequent,8395,Books,4,Coat,No
1329,28,Male,frequent,11968,Books,5,Sweater,No
1330,22,Female,occasional,3783,Books,5,Gloves,No
1331,27,Female,occasional,9587,Books,6,Handbag,No
1332,33,Male,rare,5136,Beauty,6,Socks,No
1333,29,Female,occasional,11120,Electronics,5,Hoodie,No
1334,29,Female,rare,10767,Food,3,Pants,No
1335,29,Female,rare,2740,Clothing,4,Coat,No
1336,22,Male,rare,9526,Clothing,6,Boots,No
1337,34,Female,rare,14374,Clothing,4,Sneakers,No
1338,24,Female,occasional,21580,Electronics,4,Sweater,No
1339,29,Female,frequent,5344,Electronics,4,Handbag,No
1340,28,Female,rare,6166,Home,3,Belt,No
1341,29,Male,rare,5750,Clothing,6,Belt,No
1342,37,Female,rare,7477,Beauty,4,Hoodie,No
1343,27,Female,rare,1478,Electronics,6,Sunglasses,No
1344,26,Male,rare,10307,Clothing,5,Sneakers,No
1345,23,Female,rare,13068,Health,3,T-shirt,No
1346,26,Male,occasional,18641,Electronics,7,Dress,No
1347,25,Female,occasional,10590,Electronics,4,Hoodie,No
1348,32,Female,occasional,12537,Books,6,Sweater,No
1349,26,Male,rare,16047,Electronics,4,Belt,No
1350,31,Female,rare,7407,Health,3,Socks,No
1351,29,Male,frequent,17824,Clothing,7,Sunglasses,No
1352,24,Female,occasional,12048,Electronics,6,Coat,No
1353,26,Female,frequent,8515,Electronics,5,Hat,No
1354,34,Female,frequent,8905,Health,6,Pants,No
1355,34,Female,frequent,8610,Clothing,5,Backpack,No
1356,39,Male,frequent,5540,Clothing,7,Shorts,No
1357,30,Male,frequent,9923,Food,3,Jacket,No
1358,23,Male,rare,9160,Home,5,Backpack,No
1359,27,Male,rare,2303,Food,5,Scarf,No
1360,32,Male,rare,4018,Food,6,Hoodie,No
1361,38,Male,rare,13366,Beauty,6,Skirt,No
1362,30,Female,rare,4094,Food,6,Dress,No
1363,35,Female,occasional,5469,Electronics,7,Coat,No
1364,33,Female,rare,5674,Electronics,3,Blouse,No
1365,25,Male,occasional,2285,Health,4,Hat,No
1366,29,Female,rare,5489,Electronics,4,Handbag,No
1367,36,Female,occasional,13385,Electronics,6,Belt,No
1368,34,Female,frequent,7838,Electronics,8,Belt,No
1369,32,Male,rare,7562,Electronics,7,Shirt,No
1370,32,Male,rare,14644,Electronics,6,Shoes,No
1371,28,Male,occasional,5509,Electronics,6,Scarf,No
1372,24,Male,occasional,12746,Electronics,5,Pants,No
1373,36,Male,occasional,9605,Electronics,4,Blouse,No
1374,24,Male,rare,6311,Beauty,3,Gloves,No
1375,26,Female,occasional,8127,Books,4,Handbag,No
1376,33,Female,occasional,13742,Books,3,Sneakers,No
1377,24,Female,rare,3515,Books,6,Sandals,No
1378,28,Male,frequent,8536,Beauty,4,Sunglasses,No
1379,25,Female,rare,11903,Clothing,6,Jacket,No
1380,33,Male,occasional,9760,Health,6,T-shirt,No
1381,32,Female,rare,4299,Food,7,Sneakers,No
1382,32,Female,frequent,9066,Electronics,5,Shoes,No
1383,32,Female,occasional,18957,Electronics,4,Jacket,No
1384,32,Male,frequent,12013,Clothing,4,Scarf,No
1385,33,Male,occasional,12384,Food,4,Sneakers,No
1386,21,Male,rare,18754,Books,6,Jewelry,No
1387,29,Male,rare,11099,Clothing,4,Jacket,No
1388,31,Male,rare,5154,Food,7,Blouse,No
1389,33,Female,rare,10535,Books,6,Dress,No
1390,25,Female,rare,8742,Books,4,Scarf,No
1391,28,Male,rare,5937,Food,6,Hat,No
1392,25,Male,occasional,9211,Electronics,6,Blouse,No
1393,35,Female,rare,13280,Health,5,Gloves,No
1394,36,Male,rare,3779,Electronics,6,Gloves,No
1395,34,Female,occasional,9253,Clothing,2,Coat,No
1396,25,Male,rare,4344,Food,7,Scarf,No
1397,32,Male,occasional,17460,Electronics,6,Pants,No
1398,35,Female,occasional,7427,Clothing,6,Sunglasses,No
1399,31,Female,rare,6942,Food,6,Dress,No
1400,27,Male,rare,8887,Clothing,7,Hat,No
1401,25,Female,frequent,2369,Electronics,6,Backpack,No
1402,27,Male,rare,14980,Electronics,6,Sandals,No
1403,33,Male,occasional,6809,Food,5,Sunglasses,No
1404,28,Female,rare,2722,Clothing,4,Backpack,No
1405,31,Female,occasional,10072,Books,7,Jewelry,No
1406,36,Female,rare,16753,Health,5,Socks,No
1407,33,Male,rare,12804,Electronics,5,Shirt,No
1408,36,Male,rare,6197,Clothing,5,Handbag,No
1409,22,Male,frequent,13758,Food,6,Blouse,No
1410,29,Female,occasional,1641,Food,5,Backpack,No
1411,30,Male,occasional,2240,Clothing,6,Hat,No
1412,33,Male,occasional,17946,Clothing,4,Skirt,No
1413,25,Female,frequent,8524,Electronics,7,Shorts,No
1414,34,Female,rare,9985,Electronics,5,Blouse,No
1415,31,Female,occasional,6823,Clothing,3,Socks,No
1416,31,Male,rare,12052,Clothing,4,Belt,No
1417,32,Female,occasional,8457,Clothing,6,Boots,No
1418,29,Female,rare,11264,Books,5,Shorts,No
1419,34,Female,rare,15752,Books,5,Shirt,No
1420,33,Female,occasional,11667,Books,5,Handbag,No
1421,29,Female,rare,7351,Electronics,6,Jeans,No
1422,35,Male,rare,12188,Clothing,4,Dress,No
1423,31,Female,rare,7235,Health,5,Dress,No
1424,33,Male,rare,4567,Health,4,Sandals,No
1425,27,Male,rare,14824,Electronics,6,Jacket,No
1426,37,Female,rare,9670,Electronics,7,Coat,No
1427,30,Female,rare,4483,Books,5,Pants,No
1428,34,Female,rare,5952,Food,3,Backpack,No
1429,30,Female,rare,10278,Electronics,5,Blouse,No
1430,29,Male,occasional,11311,Clothing,6,Skirt,No
1431,34,Male,frequent,2588,Electronics,4,Sandals,No
1432,23,Female,occasional,7865,Electronics,6,Pants,No
1433,32,Female,frequent,12296,Electronics,6,Hat,No
1434,32,Female,rare,3922,Books,6,Hoodie,No
1435,18,Male,occasional,8125,Electronics,4,Sweater,No
1436,32,Male,occasional,12796,Food,5,Scarf,No
1437,20,Female,occasional,5415,Electronics,5,Sneakers,No
1438,33,Male,occasional,14618,Home,4,Boots,No
1439,28,Female,rare,16243,Clothing,6,Coat,No
1440,27,Male,occasional,6211,Food,5,Boots,No
1441,30,Male,rare,8540,Clothing,5,Sandals,No
1442,36,Female,rare,15300,Clothing,5,Pants,No
1443,27,Female,occasional,6016,Beauty,4,Hoodie,No
1444,32,Male,rare,7483,Food,5,Sandals,No
1445,32,Male,frequent,8207,Beauty,7,Sweater,No
1446,25,Female,rare,5986,Clothing,6,Belt,No
1447,22,Female,frequent,5707,Electronics,6,Jeans,No
1448,21,Female,rare,17114,Books,5,Hoodie,No
1449,32,Male,frequent,1949,Health,4,Boots,No
1450,30,Male,occasional,2773,Books,4,Socks,No
1451,38,Male,rare,5398,Electronics,6,Dress,No
1452,33,Female,rare,14854,Health,3,Jacket,No
1453,34,Female,frequent,4649,Books,3,Jacket,No
1454,36,Male,frequent,4557,Books,4,Boots,No
1455,28,Female,frequent,15337,Food,6,Sneakers,No
1456,32,Male,rare,6206,Food,5,Pants,No
1457,34,Male,rare,12139,Clothing,7,Coat,No
1458,36,Female,rare,19614,Beauty,5,Shirt,No
1459,33,Male,occasional,2641,Clothing,5,Sweater,No
1460,32,Female,frequent,5476,Food,5,Shoes,No
1461,26,Male,rare,13189,Health,5,Boots,No
1462,33,Male,frequent,6922,Electronics,6,Sunglasses,No
1463,32,Male,rare,6551,Home,5,Sneakers,No
1464,33,Male,rare,16671,Clothing,5,Jewelry,No
1465,32,Female,rare,13512,Electronics,5,Belt,No
1466,29,Male,rare,4851,Clothing,4,Gloves,No
1467,30,Female,rare,20592,Electronics,6,Shorts,No
1468,33,Male,rare,3095,Health,9,Jewelry,No
1469,31,Female,frequent,3207,Clothing,5,Gloves,No
1470,26,Female,frequent,11631,Clothing,7,Jewelry,No
1471,29,Female,rare,18995,Electronics,5,Sandals,No
1472,24,Male,rare,3720,Books,5,Jewelry,No
1473,26,Male,rare,6321,Books,5,Hat,No
1474,29,Male,rare,18163,Electronics,6,Shorts,No
1475,22,Female,frequent,6658,Clothing,5,Sweater,No
1476,22,Male,frequent,5334,Beauty,4,Blouse,No
1477,35,Male,occasional,2361,Beauty,5,Hat,No
1478,27,Male,frequent,3325,Electronics,6,Belt,No
1479,22,Female,rare,7789,Electronics,5,Gloves,No
1480,29,Male,frequent,2918,Clothing,6,Coat,No
1481,36,Female,rare,10023,Electronics,5,Jewelry,No
1482,33,Female,frequent,4455,Electronics,5,Skirt,No
1483,32,Male,occasional,12240,Clothing,5,Gloves,No
1484,35,Female,rare,7642,Books,4,Jewelry,No
1485,27,Female,occasional,16744,Clothing,5,Shorts,No
1486,33,Female,occasional,4063,Electronics,5,Gloves,No
1487,27,Female,occasional,13240,Beauty,2,Sneakers,No
1488,30,Male,rare,14770,Electronics,4,Skirt,No
1489,40,Male,rare,3608,Electronics,4,Hat,No
1490,34,Male,occasional,7247,Books,5,Jewelry,No
1491,33,Male,occasional,9713,Clothing,7,Sneakers,No
1492,25,Female,frequent,9453,Electronics,5,Shirt,No
1493,26,Male,occasional,17967,Electronics,5,Jacket,No
1494,40,Female,occasional,7158,Clothing,5,Belt,No
1495,25,Male,occasional,4124,Electronics,4,T-shirt,No
1496,31,Male,rare,10435,Electronics,6,Jewelry,No
1497,34,Female,occasional,9618,Electronics,5,T-shirt,No
1498,35,Female,rare,2405,Clothing,5,Jacket,No
1499,35,Female,occasional,14473,Electronics,6,Sweater,No
1500,29,Female,rare,7003,Electronics,4,Boots,No
1501,26,Female,rare,17702,Electronics,4,Jeans,No
1502,29,Female,occasional,15410,Electronics,5,Jeans,No
1503,26,Female,occasional,2383,Clothing,6,Pants,No
1504,33,Male,rare,7068,Beauty,4,Jacket,No
1505,35,Male,rare,16483,Beauty,6,Jacket,No
1506,40,Female,occasional,12209,Clothing,5,Belt,No
1507,32,Female,occasional,14367,Books,3,Shirt,No
1508,26,Female,rare,13340,Electronics,6,Dress,No
1509,35,Male,occasional,2165,Clothing,6,Blouse,No
1510,34,Female,frequent,2378,Books,6,Dress,No
1511,29,Male,frequent,4254,Clothing,6,Blouse,No
1512,23,Male,rare,5671,Books,3,Dress,No
1513,33,Male,rare,15028,Health,5,Sneakers,No
1514,35,Male,rare,9748,Food,4,Socks,No
1515,29,Female,occasional,3473,Books,7,Shoes,No
1516,32,Male,rare,8511,Books,5,Jeans,No
1517,29,Female,occasional,6694,Home,4,Jeans,No
1518,33,Male,rare,3528,Beauty,6,Gloves,No
1519,29,Female,rare,11356,Food,3,Belt,No
1520,28,Female,occasional,11250,Food,6,Sunglasses,No
1521,30,Male,rare,10435,Books,3,Hat,No
1522,29,Male,frequent,2926,Electronics,3,Backpack,No
1523,27,Male,occasional,5034,Electronics,5,Shorts,No
1524,29,Female,frequent,3736,Electronics,5,Socks,No
1525,30,Female,frequent,18551,Electronics,5,Socks,No
1526,31,Male,rare,14830,Electronics,4,Belt,No
1527,37,Female,occasional,7905,Electronics,4,Jacket,No
1528,24,Male,frequent,5157,Clothing,6,Hat,No
1529,29,Female,occasional,15732,Clothing,6,T-shirt,No
1530,33,Female,frequent,9314,Food,5,Backpack,No
1531,38,Male,occasional,10589,Food,4,Coat,No
1532,32,Male,occasional,10987,Electronics,5,Backpack,No
1533,30,Male,frequent,8108,Food,5,Jacket,No
1534,29,Male,rare,10491,Books,7,Shoes,No
1535,32,Female,rare,8362,Books,5,Blouse,No
1536,34,Female,rare,9611,Books,5,Sandals,No
1537,29,Female,occasional,14673,Electronics,5,Sunglasses,No
1538,31,Male,frequent,15073,Books,4,Shoes,No
1539,31,Male,occasional,4358,Electronics,5,Dress,No
1540,33,Male,occasional,13780,Clothing,4,Belt,No
1541,35,Male,rare,13637,Health,7,Shorts,No
