Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Review Rating,Subscription Status,Frequency of Purchases
421,32,Male,Socks,Clothing,54,3.8,Yes,Bi-Weekly
422,38,Male,Shirt,Clothing,40,3.5,Yes,Bi-Weekly
423,47,Male,Pants,Clothing,59,3.1,Yes,Annually
424,46,Male,Scarf,Accessories,26,3,Yes,Bi-Weekly
425,66,Male,Sweater,Clothing,23,4.3,Yes,Fortnightly
426,40,Male,Jeans,Clothing,87,3.3,Yes,Quarterly
427,43,Male,Pants,Clothing,71,4.7,Yes,Quarterly
428,58,Male,Backpack,Accessories,91,4.5,Yes,Quarterly
429,21,Male,Coat,Outerwear,64,2.9,Yes,Fortnightly
430,42,Male,Sandals,Footwear,94,4.1,Yes,Fortnightly
431,24,Male,Shirt,Clothing,40,3.5,Yes,Annually
432,43,Male,Hat,Accessories,76,3.4,Yes,Fortnightly
433,47,Male,Shirt,Clothing,86,3.3,Yes,Weekly
434,49,Male,Skirt,Clothing,92,3.2,Yes,Fortnightly
435,50,Male,Shoes,Footwear,52,4,Yes,Every 3 Months
436,51,Male,Coat,Outerwear,28,3.6,Yes,Monthly
437,40,Male,Pants,Clothing,46,4.6,Yes,Weekly
438,45,Male,Jewelry,Accessories,50,2.6,Yes,Annually
439,52,Male,Belt,Accessories,23,4.3,Yes,Fortnightly
440,62,Male,Jacket,Outerwear,50,3.4,Yes,Monthly
441,20,Male,Shirt,Clothing,89,3.5,Yes,Fortnightly
442,43,Male,Hoodie,Clothing,81,4.2,Yes,Annually
443,29,Male,Sunglasses,Accessories,69,3.5,Yes,Quarterly
444,22,Male,Sunglasses,Accessories,67,3.6,Yes,Annually
445,48,Male,Dress,Clothing,20,4.3,Yes,Annually
446,42,Male,Boots,Footwear,29,4.9,Yes,Annually
447,19,Male,Shirt,Clothing,74,4.1,Yes,Monthly
448,60,Male,Shorts,Clothing,82,3.6,Yes,Every 3 Months
449,32,Male,Gloves,Accessories,23,3.4,Yes,Fortnightly
450,26,Male,Jewelry,Accessories,45,2.9,Yes,Monthly
451,25,Male,Boots,Footwear,21,2.7,Yes,Monthly
452,66,Male,Jewelry,Accessories,31,4.3,Yes,Fortnightly
453,45,Male,Pants,Clothing,45,3.3,Yes,Fortnightly
454,54,Male,Jewelry,Accessories,56,2.8,Yes,Weekly
455,37,Male,Jacket,Outerwear,97,3.2,Yes,Bi-Weekly
456,54,Male,Blouse,Clothing,100,3.6,Yes,Fortnightly
457,50,Male,Blouse,Clothing,96,4,Yes,Quarterly
458,25,Male,Gloves,Accessories,99,4.9,Yes,Every 3 Months
459,47,Male,Shorts,Clothing,91,4,Yes,Monthly
460,63,Male,Hat,Accessories,30,3.8,Yes,Fortnightly
461,64,Male,Shoes,Footwear,65,3.7,Yes,Weekly
462,18,Male,Boots,Footwear,93,3.9,Yes,Weekly
463,59,Male,Jacket,Outerwear,81,3.3,Yes,Every 3 Months
464,37,Male,Jewelry,Accessories,81,2.7,Yes,Weekly
465,23,Male,Sunglasses,Accessories,52,4.7,Yes,Monthly
466,54,Male,Skirt,Clothing,88,2.8,Yes,Quarterly
467,38,Male,Jeans,Clothing,24,4.6,Yes,Weekly
468,19,Male,Backpack,Accessories,51,4.5,Yes,Every 3 Months
469,34,Male,Backpack,Accessories,38,5,Yes,Quarterly
470,21,Male,Shorts,Clothing,46,4.1,Yes,Bi-Weekly
471,50,Male,Dress,Clothing,63,4.6,Yes,Every 3 Months
472,55,Male,Scarf,Accessories,72,4.9,Yes,Quarterly
473,20,Male,Jeans,Clothing,39,3.9,Yes,Quarterly
474,34,Male,Coat,Outerwear,42,3.9,Yes,Every 3 Months
475,62,Male,Sweater,Clothing,76,2.6,Yes,Quarterly
476,21,Male,Sneakers,Footwear,66,2.7,Yes,Annually
477,21,Male,Scarf,Accessories,90,3.5,Yes,Fortnightly
478,42,Male,Sweater,Clothing,56,3.7,Yes,Weekly
479,35,Male,Jewelry,Accessories,43,3.2,Yes,Annually
480,39,Male,Handbag,Accessories,84,3.3,Yes,Monthly
481,68,Male,Hoodie,Clothing,88,4.8,Yes,Bi-Weekly
482,46,Male,Hat,Accessories,88,3.2,Yes,Fortnightly
483,41,Male,Belt,Accessories,42,2.5,Yes,Annually
484,23,Male,Hoodie,Clothing,73,3.9,Yes,Weekly
485,68,Male,Hat,Accessories,73,4.7,Yes,Quarterly
486,48,Male,Shoes,Footwear,44,2.6,Yes,Fortnightly
487,38,Male,Sandals,Footwear,63,2.8,Yes,Every 3 Months
488,41,Male,Jacket,Outerwear,68,4.4,Yes,Quarterly
489,58,Male,Sweater,Clothing,29,4.6,Yes,Weekly
490,49,Male,Socks,Clothing,85,3.2,Yes,Annually
491,57,Male,Sneakers,Footwear,42,4.2,Yes,Monthly
492,49,Male,Coat,Outerwear,69,3.7,Yes,Bi-Weekly
493,50,Male,Shirt,Clothing,62,3.9,Yes,Weekly
494,28,Male,Backpack,Accessories,48,4.7,Yes,Bi-Weekly
495,38,Male,Boots,Footwear,68,4.5,Yes,Weekly
496,33,Male,Handbag,Accessories,36,3.3,Yes,Fortnightly
497,30,Male,Dress,Clothing,63,3.3,Yes,Fortnightly
498,43,Male,Sneakers,Footwear,39,4.6,Yes,Weekly
499,43,Male,Boots,Footwear,78,3.6,Yes,Monthly
500,36,Male,Shoes,Footwear,99,4.8,Yes,Monthly
501,36,Male,T-shirt,Clothing,31,4.8,Yes,Every 3 Months
502,64,Male,Boots,Footwear,45,2.9,Yes,Annually
503,59,Male,Pants,Clothing,30,2.8,Yes,Fortnightly
504,55,Male,Shoes,Footwear,24,3.2,Yes,Quarterly
505,42,Male,Shoes,Footwear,22,3.9,Yes,Annually
506,61,Male,T-shirt,Clothing,63,4.3,Yes,Bi-Weekly
507,28,Male,Scarf,Accessories,40,2.7,Yes,Annually
508,65,Male,Shorts,Clothing,20,5,Yes,Fortnightly
509,27,Male,Jewelry,Accessories,20,3.7,Yes,Quarterly
510,41,Male,T-shirt,Clothing,80,3.9,Yes,Weekly
511,21,Male,Shirt,Clothing,87,3.9,Yes,Annually
512,61,Male,Shirt,Clothing,46,3.1,Yes,Annually
513,19,Male,Gloves,Accessories,49,3.3,Yes,Monthly
514,22,Male,Scarf,Accessories,65,3.6,Yes,Annually
515,64,Male,Skirt,Clothing,62,4.3,Yes,Quarterly
516,28,Male,Hat,Accessories,67,4.5,Yes,Monthly
517,34,Male,Hoodie,Clothing,41,2.8,Yes,Bi-Weekly
518,61,Male,Boots,Footwear,49,2.7,Yes,Every 3 Months
519,24,Male,Blouse,Clothing,100,2.9,Yes,Every 3 Months
520,19,Male,Belt,Accessories,54,4.4,Yes,Quarterly
521,51,Male,Sunglasses,Accessories,84,3.9,Yes,Quarterly
522,36,Male,Shorts,Clothing,41,3.5,Yes,Annually
523,65,Male,Gloves,Accessories,88,2.5,Yes,Quarterly
524,46,Male,Sandals,Footwear,40,4.9,Yes,Quarterly
525,59,Male,Shirt,Clothing,39,4.8,Yes,Annually
526,51,Male,Coat,Outerwear,37,3.2,Yes,Monthly
527,51,Male,Pants,Clothing,52,4.9,Yes,Monthly
528,21,Male,T-shirt,Clothing,23,4.3,Yes,Every 3 Months
529,34,Male,Sneakers,Footwear,88,3.2,Yes,Annually
530,32,Male,Shorts,Clothing,84,3.7,Yes,Monthly
531,48,Male,Coat,Outerwear,37,3.2,Yes,Bi-Weekly
532,50,Male,Sandals,Footwear,51,3.4,Yes,Weekly
533,26,Male,Pants,Clothing,76,4.1,Yes,Every 3 Months
534,57,Male,Sandals,Footwear,60,4.5,Yes,Weekly
535,65,Male,Gloves,Accessories,72,4.5,Yes,Quarterly
536,56,Male,T-shirt,Clothing,45,3.2,Yes,Weekly
537,44,Male,Jacket,Outerwear,84,4.4,Yes,Every 3 Months
538,50,Male,Blouse,Clothing,49,3,Yes,Annually
539,27,Male,Socks,Clothing,22,3.2,Yes,Weekly
540,49,Male,Coat,Outerwear,48,4,Yes,Weekly
541,49,Male,Dress,Clothing,37,3.1,Yes,Every 3 Months
542,52,Male,Jacket,Outerwear,27,2.8,Yes,Bi-Weekly
543,27,Male,Boots,Footwear,79,4.6,Yes,Bi-Weekly
544,53,Male,Skirt,Clothing,98,4.3,Yes,Monthly
545,34,Male,Sandals,Footwear,64,3.3,Yes,Every 3 Months
546,33,Male,Coat,Outerwear,32,3.5,Yes,Annually
547,62,Male,Hoodie,Clothing,74,3.4,Yes,Bi-Weekly
548,38,Male,Jacket,Outerwear,50,2.8,Yes,Weekly
549,36,Male,Backpack,Accessories,64,4.6,Yes,Every 3 Months
550,31,Male,Backpack,Accessories,29,3.6,Yes,Bi-Weekly
551,62,Male,Belt,Accessories,62,3.3,Yes,Weekly
552,29,Male,Coat,Outerwear,78,3.1,Yes,Bi-Weekly
553,24,Male,T-shirt,Clothing,94,3.5,Yes,Weekly
554,63,Male,Sunglasses,Accessories,59,3.2,Yes,Quarterly
555,56,Male,Sneakers,Footwear,47,3,Yes,Weekly
556,63,Male,Gloves,Accessories,57,4.8,Yes,Annually
557,40,Male,Coat,Outerwear,90,5,Yes,Fortnightly
558,18,Male,Shirt,Clothing,60,2.9,Yes,Weekly
559,50,Male,Sneakers,Footwear,77,3.2,Yes,Every 3 Months
560,66,Male,Scarf,Accessories,41,2.9,Yes,Monthly
561,25,Male,Jewelry,Accessories,48,3.3,Yes,Annually
562,65,Male,Jacket,Outerwear,65,2.6,Yes,Fortnightly
563,53,Male,Jeans,Clothing,62,3.5,Yes,Annually
564,61,Male,Shoes,Footwear,99,4.4,Yes,Quarterly
565,67,Male,Hoodie,Clothing,58,3.4,Yes,Weekly
566,59,Male,Backpack,Accessories,43,4.2,Yes,Weekly
567,55,Male,Sneakers,Footwear,93,3.6,Yes,Fortnightly
568,21,Male,Blouse,Clothing,50,3,Yes,Fortnightly
569,44,Male,Pants,Clothing,88,4,Yes,Monthly
570,65,Male,Skirt,Clothing,33,4.4,Yes,Every 3 Months
571,65,Male,T-shirt,Clothing,99,4.1,Yes,Annually
572,54,Male,Jacket,Outerwear,76,3.6,Yes,Weekly
573,56,Male,Scarf,Accessories,97,4.6,Yes,Annually
574,58,Male,Pants,Clothing,68,3.2,Yes,Bi-Weekly
575,54,Male,Sneakers,Footwear,79,4.8,Yes,Bi-Weekly
576,58,Male,Jeans,Clothing,86,4.8,Yes,Monthly
577,48,Male,Hat,Accessories,68,5,Yes,Every 3 Months
578,19,Male,Skirt,Clothing,52,3.7,Yes,Annually
579,69,Male,Sandals,Footwear,90,4.6,Yes,Fortnightly
580,58,Male,Sandals,Footwear,41,3.7,Yes,Annually
581,49,Male,Sweater,Clothing,80,4.1,Yes,Weekly
582,32,Male,Sweater,Clothing,100,2.7,Yes,Every 3 Months
583,40,Male,Jacket,Outerwear,77,4.9,Yes,Quarterly
584,25,Male,Shorts,Clothing,78,4,Yes,Monthly
585,70,Male,Socks,Clothing,94,4.7,Yes,Monthly
586,69,Male,Socks,Clothing,23,2.8,Yes,Every 3 Months
587,45,Male,Hoodie,Clothing,20,4.9,Yes,Annually
588,29,Male,Socks,Clothing,86,4.2,Yes,Every 3 Months
589,47,Male,Boots,Footwear,60,3,Yes,Quarterly
590,28,Male,Shirt,Clothing,70,3.4,Yes,Annually
591,64,Male,Belt,Accessories,39,4.6,Yes,Fortnightly
592,47,Male,Backpack,Accessories,37,4.2,Yes,Bi-Weekly
593,60,Male,Boots,Footwear,29,3.2,Yes,Every 3 Months
594,67,Male,Coat,Outerwear,35,4.4,Yes,Every 3 Months
595,35,Male,Hoodie,Clothing,83,2.5,Yes,Monthly
596,30,Male,Shoes,Footwear,77,3.6,Yes,Quarterly
597,23,Male,Shoes,Footwear,37,4.5,Yes,Annually
598,70,Male,Jewelry,Accessories,69,3.4,Yes,Fortnightly
599,21,Male,Dress,Clothing,66,3.2,Yes,Every 3 Months
600,51,Male,Boots,Footwear,26,4.2,Yes,Every 3 Months
601,22,Male,Hat,Accessories,63,5,Yes,Monthly
602,32,Male,Backpack,Accessories,38,4.7,Yes,Fortnightly
603,37,Male,Shoes,Footwear,58,4.2,Yes,Every 3 Months
604,31,Male,Handbag,Accessories,46,3.4,Yes,Every 3 Months
605,44,Male,Sunglasses,Accessories,92,4.4,Yes,Every 3 Months
606,40,Male,Hat,Accessories,32,4.2,Yes,Weekly
607,27,Male,Scarf,Accessories,90,4.5,Yes,Monthly
608,47,Male,Hoodie,Clothing,23,2.8,Yes,Monthly
609,41,Male,Backpack,Accessories,25,3.3,Yes,Every 3 Months
610,51,Male,Sweater,Clothing,54,4.6,Yes,Fortnightly
611,53,Male,Shorts,Clothing,72,2.5,Yes,Every 3 Months
612,43,Male,Scarf,Accessories,33,4.7,Yes,Monthly
613,67,Male,Hat,Accessories,43,4.6,Yes,Quarterly
614,61,Male,Coat,Outerwear,51,2.6,Yes,Bi-Weekly
615,68,Male,Jewelry,Accessories,85,4,Yes,Bi-Weekly
616,67,Male,Sandals,Footwear,100,2.6,Yes,Annually
617,29,Male,Gloves,Accessories,72,4.6,Yes,Every 3 Months
618,50,Male,Backpack,Accessories,57,2.6,Yes,Quarterly
619,61,Male,Jacket,Outerwear,94,4,Yes,Bi-Weekly
620,19,Male,Backpack,Accessories,34,4.6,Yes,Every 3 Months
621,33,Male,Backpack,Accessories,89,3.7,Yes,Every 3 Months
622,51,Male,Sunglasses,Accessories,27,4.4,Yes,Weekly
623,69,Male,Socks,Clothing,63,4,Yes,Fortnightly
624,19,Male,Shoes,Footwear,70,4.7,Yes,Bi-Weekly
625,55,Male,Pants,Clothing,87,3.4,Yes,Annually
626,49,Male,Jewelry,Accessories,79,4,Yes,Weekly
627,31,Male,Sunglasses,Accessories,79,3.9,Yes,Annually
628,42,Male,Sandals,Footwear,44,4.1,Yes,Monthly
629,69,Male,Sweater,Clothing,85,3.7,Yes,Monthly
630,26,Male,Shoes,Footwear,90,4.7,Yes,Annually
631,41,Male,Jewelry,Accessories,94,4.3,Yes,Annually
632,55,Male,Boots,Footwear,68,4.1,Yes,Fortnightly
633,35,Male,Backpack,Accessories,51,3.9,Yes,Fortnightly
634,66,Male,Sandals,Footwear,33,2.9,Yes,Quarterly
635,36,Male,Sneakers,Footwear,60,3.9,Yes,Weekly
636,27,Male,Hoodie,Clothing,59,4.3,Yes,Quarterly
637,41,Male,Handbag,Accessories,30,2.8,Yes,Every 3 Months
638,21,Male,Sweater,Clothing,20,3.4,Yes,Fortnightly
639,53,Male,Sandals,Footwear,20,2.7,Yes,Monthly
640,54,Male,Dress,Clothing,24,4,Yes,Annually
641,53,Male,Skirt,Clothing,88,4.4,Yes,Fortnightly
642,47,Male,Blouse,Clothing,78,3.9,Yes,Every 3 Months
643,64,Male,Skirt,Clothing,25,2.8,Yes,Bi-Weekly
644,18,Male,Sweater,Clothing,57,3.2,Yes,Every 3 Months
645,68,Male,Backpack,Accessories,93,4.3,Yes,Weekly
646,62,Male,Hoodie,Clothing,42,4.2,Yes,Bi-Weekly
647,51,Male,Boots,Footwear,54,4.9,Yes,Bi-Weekly
648,54,Male,Blouse,Clothing,70,3.7,Yes,Fortnightly
649,22,Male,Hoodie,Clothing,31,4.1,Yes,Weekly
650,53,Male,Pants,Clothing,93,4.2,Yes,Every 3 Months
651,34,Male,Gloves,Accessories,40,3.9,Yes,Annually
652,32,Male,Hat,Accessories,32,2.9,Yes,Fortnightly
653,64,Male,Sunglasses,Accessories,27,3.1,Yes,Weekly
654,20,Male,Scarf,Accessories,68,3.6,Yes,Fortnightly
655,24,Male,Handbag,Accessories,59,4.4,Yes,Annually
656,20,Male,Handbag,Accessories,36,3.1,Yes,Monthly
657,42,Male,Jeans,Clothing,23,3.9,Yes,Quarterly
658,48,Male,Jacket,Outerwear,80,4.3,Yes,Quarterly
659,62,Male,Backpack,Accessories,37,4.9,Yes,Weekly
660,62,Male,Shorts,Clothing,52,3.6,Yes,Weekly
661,50,Male,Coat,Outerwear,79,5,Yes,Quarterly
662,57,Male,Shirt,Clothing,68,4.1,Yes,Quarterly
663,24,Male,Gloves,Accessories,98,2.8,Yes,Bi-Weekly
664,59,Male,Dress,Clothing,83,4.7,Yes,Monthly
665,63,Male,Pants,Clothing,83,4.4,Yes,Bi-Weekly
666,41,Male,Pants,Clothing,55,4.9,Yes,Annually
667,35,Male,Hoodie,Clothing,26,3.1,Yes,Quarterly
668,34,Male,Sunglasses,Accessories,76,2.6,Yes,Quarterly
669,49,Male,T-shirt,Clothing,85,2.9,Yes,Monthly
670,43,Male,Jacket,Outerwear,89,3.3,Yes,Bi-Weekly
671,63,Male,Sweater,Clothing,41,4.8,Yes,Bi-Weekly
672,38,Male,Jacket,Outerwear,30,4.7,Yes,Weekly
673,59,Male,Socks,Clothing,53,3.3,Yes,Quarterly
674,35,Male,Shirt,Clothing,66,4.2,Yes,Bi-Weekly
675,48,Male,Jewelry,Accessories,33,4.7,Yes,Annually
676,64,Male,Sunglasses,Accessories,86,2.6,Yes,Annually
677,28,Male,Pants,Clothing,60,2.9,Yes,Bi-Weekly
678,60,Male,Socks,Clothing,62,2.7,Yes,Annually
679,27,Male,Blouse,Clothing,74,3.3,Yes,Every 3 Months
680,56,Male,Sandals,Footwear,95,3.4,Yes,Fortnightly
681,58,Male,Sneakers,Footwear,25,4.2,Yes,Annually
682,30,Male,Shirt,Clothing,59,3.8,Yes,Every 3 Months
683,23,Male,Jacket,Outerwear,29,4,Yes,Bi-Weekly
684,33,Male,Sandals,Footwear,36,2.7,Yes,Monthly
685,63,Male,Hat,Accessories,82,4.7,Yes,Monthly
686,70,Male,Blouse,Clothing,71,3.5,Yes,Fortnightly
687,70,Male,Sweater,Clothing,35,3,Yes,Fortnightly
688,19,Male,Gloves,Accessories,38,3.3,Yes,Quarterly
689,25,Male,Scarf,Accessories,59,4.7,Yes,Monthly
690,19,Male,Hoodie,Clothing,91,4.7,Yes,Every 3 Months
691,25,Male,Shorts,Clothing,68,4.8,Yes,Weekly
692,60,Male,Backpack,Accessories,21,2.9,Yes,Bi-Weekly
693,35,Male,Sunglasses,Accessories,95,4,Yes,Every 3 Months
694,46,Male,Shorts,Clothing,52,3.1,Yes,Every 3 Months
695,41,Male,Dress,Clothing,21,3.5,Yes,Every 3 Months
696,30,Male,Shorts,Clothing,67,3.7,Yes,Every 3 Months
697,44,Male,Belt,Accessories,42,2.8,Yes,Monthly
698,61,Male,Scarf,Accessories,63,4.6,Yes,Quarterly
699,55,Male,Boots,Footwear,41,3.8,Yes,Weekly
700,50,Male,Handbag,Accessories,46,2.6,Yes,Weekly
701,57,Male,Pants,Clothing,79,4.1,Yes,Monthly
702,51,Male,Boots,Footwear,90,3.3,Yes,Every 3 Months
703,18,Male,Shirt,Clothing,71,3.4,Yes,Weekly
704,63,Male,Dress,Clothing,87,3,Yes,Weekly
705,34,Male,Hoodie,Clothing,66,3.2,Yes,Annually
706,25,Male,Pants,Clothing,90,4.5,Yes,Quarterly
707,46,Male,Jeans,Clothing,47,4.8,Yes,Weekly
708,59,Male,Shirt,Clothing,38,3.7,Yes,Annually
709,37,Male,Backpack,Accessories,50,3.4,Yes,Fortnightly
710,49,Male,Jacket,Outerwear,79,4.6,Yes,Monthly
711,22,Male,Scarf,Accessories,91,4.1,Yes,Fortnightly
712,64,Male,Boots,Footwear,60,3.5,Yes,Bi-Weekly
713,42,Male,Blouse,Clothing,81,3.8,Yes,Quarterly
714,37,Male,Hoodie,Clothing,90,2.6,Yes,Bi-Weekly
715,26,Male,Jacket,Outerwear,70,4.4,Yes,Fortnightly
716,33,Male,Jeans,Clothing,63,2.6,Yes,Quarterly
717,30,Male,Jewelry,Accessories,29,3.6,Yes,Bi-Weekly
718,21,Male,Socks,Clothing,90,4.2,Yes,Every 3 Months
719,22,Male,Shirt,Clothing,22,4.6,Yes,Annually
720,63,Male,Shorts,Clothing,22,3.3,Yes,Bi-Weekly
721,33,Male,Jewelry,Accessories,62,3.4,Yes,Weekly
722,43,Male,Blouse,Clothing,57,4.4,Yes,Every 3 Months
723,27,Male,Sweater,Clothing,32,4.3,Yes,Bi-Weekly
724,35,Male,Jewelry,Accessories,53,3.5,Yes,Monthly
725,37,Male,T-shirt,Clothing,79,4.7,Yes,Every 3 Months
726,61,Male,Hat,Accessories,61,3.1,Yes,Fortnightly
727,32,Male,Shorts,Clothing,78,3.6,Yes,Every 3 Months
728,62,Male,Sweater,Clothing,97,4.8,Yes,Every 3 Months
729,29,Male,Jeans,Clothing,78,3.7,Yes,Every 3 Months
730,41,Male,Sunglasses,Accessories,56,3.2,Yes,Every 3 Months
731,48,Male,Boots,Footwear,25,3.9,Yes,Fortnightly
732,43,Male,Coat,Outerwear,28,3.5,Yes,Fortnightly
733,34,Male,Shirt,Clothing,57,2.8,Yes,Bi-Weekly
734,45,Male,Dress,Clothing,36,2.7,Yes,Bi-Weekly
735,65,Male,Shirt,Clothing,69,3.1,Yes,Every 3 Months
736,61,Male,Sunglasses,Accessories,48,3.6,Yes,Bi-Weekly
737,18,Male,Dress,Clothing,58,2.9,Yes,Every 3 Months
738,47,Male,Sunglasses,Accessories,24,3.6,Yes,Annually
739,56,Male,Sunglasses,Accessories,31,3.5,Yes,Quarterly
740,64,Male,Shorts,Clothing,29,3.5,Yes,Bi-Weekly
741,26,Male,Jeans,Clothing,69,2.8,Yes,Fortnightly
742,22,Male,T-shirt,Clothing,79,4.7,Yes,Every 3 Months
743,64,Male,Pants,Clothing,39,3.1,Yes,Quarterly
744,21,Male,Sunglasses,Accessories,84,4.9,Yes,Weekly
745,67,Male,Boots,Footwear,66,4.1,Yes,Bi-Weekly
746,46,Male,T-shirt,Clothing,92,4.7,Yes,Monthly
747,40,Male,Sandals,Footwear,45,2.5,Yes,Annually
748,51,Male,Shorts,Clothing,74,4.4,Yes,Weekly
749,35,Male,Hat,Accessories,39,3.9,Yes,Quarterly
750,56,Male,Scarf,Accessories,71,3.7,Yes,Quarterly
751,25,Male,T-shirt,Clothing,95,3.4,Yes,Annually
752,65,Male,Gloves,Accessories,72,4.8,Yes,Monthly
753,39,Male,Scarf,Accessories,85,4.2,Yes,Every 3 Months
754,47,Male,Boots,Footwear,54,3.4,Yes,Quarterly
755,36,Male,Gloves,Accessories,41,2.9,Yes,Quarterly
756,66,Male,Coat,Outerwear,24,3.3,Yes,Weekly
757,62,Male,Belt,Accessories,99,4.8,Yes,Fortnightly
758,41,Male,Hoodie,Clothing,32,3.8,Yes,Quarterly
759,66,Male,Shoes,Footwear,71,4.6,Yes,Every 3 Months
760,51,Male,Dress,Clothing,49,2.6,Yes,Fortnightly
761,33,Male,Gloves,Accessories,50,3.4,Yes,Annually
762,57,Male,Jewelry,Accessories,91,4.2,Yes,Weekly
763,45,Male,Belt,Accessories,46,3.9,Yes,Fortnightly
764,61,Male,Sweater,Clothing,50,2.9,Yes,Monthly
765,55,Male,Skirt,Clothing,39,4.2,Yes,Quarterly
766,54,Male,Sneakers,Footwear,99,3,Yes,Quarterly
767,57,Male,Gloves,Accessories,48,3.6,Yes,Monthly
768,27,Male,Coat,Outerwear,77,2.5,Yes,Annually
769,64,Male,Backpack,Accessories,95,2.6,Yes,Weekly
770,52,Male,Socks,Clothing,100,4.3,Yes,Monthly
771,19,Male,Sneakers,Footwear,54,3.3,Yes,Annually
772,22,Male,Sweater,Clothing,68,2.6,Yes,Fortnightly
773,18,Male,Jeans,Clothing,22,3.6,Yes,Bi-Weekly
774,29,Male,Hat,Accessories,84,2.6,Yes,Bi-Weekly
775,42,Male,Hat,Accessories,46,3.5,Yes,Quarterly
776,49,Male,Handbag,Accessories,53,3,Yes,Monthly
777,49,Male,Shirt,Clothing,60,5,Yes,Every 3 Months
778,55,Male,Socks,Clothing,32,2.5,Yes,Weekly
779,29,Male,Socks,Clothing,50,2.9,Yes,Annually
780,60,Male,Dress,Clothing,94,4.6,Yes,Annually
781,34,Male,Shoes,Footwear,26,3.6,Yes,Quarterly
782,30,Male,Scarf,Accessories,44,3,Yes,Fortnightly
783,28,Male,Hoodie,Clothing,57,4.5,Yes,Weekly
784,63,Male,T-shirt,Clothing,65,4.5,Yes,Fortnightly
785,31,Male,Jeans,Clothing,72,3.2,Yes,Every 3 Months
786,46,Male,Shorts,Clothing,62,4,Yes,Fortnightly
787,70,Male,Hat,Accessories,21,4.8,Yes,Every 3 Months
788,53,Male,Handbag,Accessories,85,3.7,Yes,Weekly
789,50,Male,Pants,Clothing,51,3.8,Yes,Quarterly
790,33,Male,Handbag,Accessories,84,2.7,Yes,Bi-Weekly
791,22,Male,Sweater,Clothing,37,4.9,Yes,Quarterly
792,50,Male,Scarf,Accessories,44,3.1,Yes,Fortnightly
793,34,Male,Sneakers,Footwear,45,4.2,Yes,Weekly
794,24,Male,Pants,Clothing,35,3.8,Yes,Monthly
795,69,Male,Backpack,Accessories,50,4.2,Yes,Fortnightly
796,39,Male,Sandals,Footwear,26,4.6,Yes,Annually
797,42,Male,Socks,Clothing,78,4,Yes,Annually
798,42,Male,Coat,Outerwear,82,4,Yes,Weekly
799,29,Male,Socks,Clothing,39,3.8,Yes,Every 3 Months
800,55,Male,Belt,Accessories,55,3.3,Yes,Annually
801,32,Male,Socks,Clothing,20,2.6,Yes,Every 3 Months
802,25,Male,Belt,Accessories,29,4.9,Yes,Fortnightly
803,38,Male,Pants,Clothing,41,3.5,Yes,Weekly
804,32,Male,Shorts,Clothing,38,2.8,Yes,Every 3 Months
805,43,Male,Boots,Footwear,47,2.6,Yes,Quarterly
806,41,Male,Dress,Clothing,30,3.7,Yes,Monthly
807,56,Male,Jeans,Clothing,56,2.7,Yes,Quarterly
808,27,Male,T-shirt,Clothing,89,3.3,Yes,Weekly
809,46,Male,Shoes,Footwear,96,4.6,Yes,Every 3 Months
810,48,Male,Boots,Footwear,81,4.9,Yes,Bi-Weekly
811,52,Male,Scarf,Accessories,83,4.9,Yes,Bi-Weekly
812,18,Male,Sneakers,Footwear,35,2.7,Yes,Quarterly
813,64,Male,Boots,Footwear,56,3.2,Yes,Weekly
814,54,Male,Handbag,Accessories,45,2.9,Yes,Annually
815,31,Male,Shirt,Clothing,62,3.8,Yes,Monthly
816,30,Male,Hat,Accessories,84,3,Yes,Bi-Weekly
817,26,Male,Sweater,Clothing,24,3.9,Yes,Monthly
818,25,Male,Handbag,Accessories,21,4.7,Yes,Fortnightly
819,59,Male,Shirt,Clothing,91,4.9,Yes,Monthly
820,55,Male,Sunglasses,Accessories,36,4.8,Yes,Quarterly
821,56,Male,Sneakers,Footwear,39,2.5,Yes,Monthly
822,62,Male,Hoodie,Clothing,39,3.9,Yes,Bi-Weekly
823,35,Male,Shirt,Clothing,59,3.4,Yes,Annually
824,51,Male,Sunglasses,Accessories,27,2.5,Yes,Quarterly
825,61,Male,Blouse,Clothing,94,3,Yes,Quarterly
826,27,Male,Belt,Accessories,94,3.6,Yes,Monthly
827,54,Male,Dress,Clothing,94,3.6,Yes,Weekly
828,31,Male,Shoes,Footwear,51,4.1,Yes,Fortnightly
829,24,Male,Socks,Clothing,62,3.7,Yes,Bi-Weekly
830,42,Male,Socks,Clothing,57,3.1,Yes,Fortnightly
831,41,Male,Shorts,Clothing,76,4.2,Yes,Annually
832,66,Male,Gloves,Accessories,63,4.3,Yes,Every 3 Months
833,58,Male,Jacket,Outerwear,80,2.5,Yes,Bi-Weekly
834,43,Male,Handbag,Accessories,68,3.5,Yes,Annually
835,52,Male,Backpack,Accessories,89,3.1,Yes,Weekly
836,35,Male,Boots,Footwear,26,2.5,Yes,Weekly
837,23,Male,Gloves,Accessories,90,3.9,Yes,Bi-Weekly
838,25,Male,Hoodie,Clothing,28,4.9,Yes,Every 3 Months
839,33,Male,Coat,Outerwear,29,4.3,Yes,Annually
840,48,Male,Shirt,Clothing,31,2.6,Yes,Every 3 Months
